2018-02-19_07-26-11 MartinLutherStraße 8 95182 Döhlau.png,1
2018-02-19_07-26-12 MartinLutherStraße 9 95182 Döhlau.png,1
2018-02-19_07-26-14 MartinLutherStraße 10 95182 Döhlau.png,0
2018-02-19_07-26-15 MartinLutherStraße 11 95182 Döhlau.png,1
2018-02-19_07-26-16 MartinLutherStraße 12 95182 Döhlau.png,0
2018-02-19_07-26-18 MartinLutherStraße 13 95182 Döhlau.png,1
2018-02-19_07-26-19 MartinLutherStraße 14 95182 Döhlau.png,0
2018-02-19_07-26-20 MartinLutherStraße 15 95182 Döhlau.png,0
2018-02-19_07-26-22 MartinLutherStraße 16 95182 Döhlau.png,0
2018-02-19_07-26-23 MartinLutherStraße 17 95182 Döhlau.png,1
2018-02-19_07-26-24 MartinLutherStraße 18 95182 Döhlau.png,0
2018-02-19_07-26-26 MartinLutherStraße 19 95182 Döhlau.png,1
2018-02-19_07-26-27 MartinLutherStraße 20 95182 Döhlau.png,0
2018-02-19_07-26-29 JeanPaulStraße 2 95182 Döhlau.png,0
2018-02-19_07-26-30 JeanPaulStraße 3 95182 Döhlau.png,0
2018-02-19_07-26-31 JeanPaulStraße 4 95182 Döhlau.png,0
2018-02-19_07-26-32 JeanPaulStraße 5 95182 Döhlau.png,1
2018-02-19_07-26-34 JeanPaulStraße 6 95182 Döhlau.png,0
2018-02-19_07-26-35 JeanPaulStraße 7 95182 Döhlau.png,1
2018-02-19_07-26-36 JeanPaulStraße 8 95182 Döhlau.png,0
2018-02-19_07-26-38 JeanPaulStraße 9 95182 Döhlau.png,1
2018-02-19_07-26-39 JeanPaulStraße 10 95182 Döhlau.png,1
2018-02-19_07-26-40 JeanPaulStraße 11 95182 Döhlau.png,0
2018-02-19_07-26-42 JeanPaulStraße 12 95182 Döhlau.png,1
2018-02-19_07-26-54 Waldsteinstraße 1 95182 Döhlau.png,0
2018-02-19_07-26-56 Waldsteinstraße 2 95182 Döhlau.png,0
2018-02-19_07-26-57 Waldsteinstraße 3 95182 Döhlau.png,1
2018-02-19_07-26-58 Waldsteinstraße 4 95182 Döhlau.png,1
2018-02-19_07-26-59 Waldsteinstraße 5 95182 Döhlau.png,0
2018-02-19_07-27-01 Waldsteinstraße 6 95182 Döhlau.png,0
2018-02-19_07-27-02 Waldsteinstraße 7 95182 Döhlau.png,0
2018-02-19_07-27-03 Waldsteinstraße 8 95182 Döhlau.png,0
2018-02-19_07-27-04 Waldsteinstraße 9 95182 Döhlau.png,0
2018-02-19_07-27-06 Waldsteinstraße 10 95182 Döhlau.png,2
2018-02-19_07-27-07 Waldsteinstraße 11 95182 Döhlau.png,0
2018-02-19_07-27-08 Waldsteinstraße 12 95182 Döhlau.png,1
2018-02-19_07-27-09 Waldsteinstraße 13 95182 Döhlau.png,0
2018-02-19_07-27-11 Waldsteinstraße 14 95182 Döhlau.png,1
2018-02-19_07-27-12 Waldsteinstraße 15 95182 Döhlau.png,0
2018-02-19_07-27-13 Waldsteinstraße 16 95182 Döhlau.png,0
2018-02-19_07-27-15 Waldsteinstraße 17 95182 Döhlau.png,1
2018-02-19_07-27-16 Waldsteinstraße 18 95182 Döhlau.png,0
2018-02-19_07-27-17 Waldsteinstraße 19 95182 Döhlau.png,1
2018-02-19_07-27-18 Waldsteinstraße 20 95182 Döhlau.png,0
2018-02-19_07-27-19 Eichenweg 4 95182 Döhlau.png,1
2018-02-19_07-27-21 Eichenweg 5 95182 Döhlau.png,0
2018-02-19_07-27-22 Eichenweg 6 95182 Döhlau.png,0
2018-02-19_07-27-24 Eichenweg 7 95182 Döhlau.png,0
2018-02-19_07-27-25 Eichenweg 8 95182 Döhlau.png,1
2018-02-19_07-27-26 Eichenweg 9 95182 Döhlau.png,1
2018-02-19_07-27-28 Eichenweg 10 95182 Döhlau.png,0
2018-02-19_07-27-29 Eichenweg 11 95182 Döhlau.png,0
2018-02-19_07-27-31 Eichenweg 12 95182 Döhlau.png,0
2018-02-19_07-27-32 Eichenweg 13 95182 Döhlau.png,0
2018-02-19_07-27-33 Eichenweg 14 95182 Döhlau.png,0
2018-02-19_07-27-34 Eichenweg 15 95182 Döhlau.png,1
2018-02-19_07-27-36 Eichenweg 16 95182 Döhlau.png,0
2018-02-19_07-27-37 Eichenweg 17 95182 Döhlau.png,0
2018-02-19_07-27-38 Eichenweg 18 95182 Döhlau.png,1
2018-02-19_07-27-40 Eichenweg 19 95182 Döhlau.png,0
2018-02-19_07-27-41 Eichenweg 20 95182 Döhlau.png,0
2018-02-19_07-27-42 Eichenweg 21 95182 Döhlau.png,1
2018-02-19_07-27-43 Eichenweg 22 95182 Döhlau.png,1
2018-02-19_07-27-45 Eichenweg 23 95182 Döhlau.png,1
2018-02-19_07-27-46 Wiesenstraße 1 95511 Mistelbach.png,1
2018-02-19_07-27-47 Wiesenstraße 2 95511 Mistelbach.png,0
2018-02-19_07-27-48 Wiesenstraße 3 95511 Mistelbach.png,0
2018-02-19_07-27-50 Wiesenstraße 4 95511 Mistelbach.png,0
2018-02-19_07-27-51 Wiesenstraße 5 95511 Mistelbach.png,0
2018-02-19_07-27-52 Wiesenstraße 6 95511 Mistelbach.png,0
2018-02-19_07-27-53 Wiesenstraße 7 95511 Mistelbach.png,1
2018-02-19_07-27-54 Wiesenstraße 8 95511 Mistelbach.png,0
2018-02-19_07-27-56 Wiesenstraße 9 95511 Mistelbach.png,1
2018-02-19_07-27-57 Wiesenstraße 10 95511 Mistelbach.png,1
2018-02-19_07-27-58 Wiesenstraße 11 95511 Mistelbach.png,0
2018-02-19_07-28-00 Wiesenstraße 12 95511 Mistelbach.png,0
2018-02-19_07-28-01 Wiesenstraße 13 95511 Mistelbach.png,0
2018-02-19_07-28-02 Wiesenstraße 14 95511 Mistelbach.png,0
2018-02-19_07-28-04 Wiesenstraße 15 95511 Mistelbach.png,0
2018-02-19_07-28-05 Wiesenstraße 16 95511 Mistelbach.png,1
2018-02-19_07-28-06 Wiesenstraße 17 95511 Mistelbach.png,0
2018-02-19_07-28-08 Wiesenstraße 18 95511 Mistelbach.png,0
2018-02-19_07-28-09 Wiesenstraße 19 95511 Mistelbach.png,0
2018-02-19_07-28-11 Wiesenstraße 20 95511 Mistelbach.png,0
2018-02-19_07-28-12 Gartenstraße 1 95511 Mistelbach.png,0
2018-02-19_07-28-13 Gartenstraße 2 95511 Mistelbach.png,0
2018-02-19_07-28-14 Gartenstraße 3 95511 Mistelbach.png,1
2018-02-19_07-28-16 Gartenstraße 4 95511 Mistelbach.png,0
2018-02-19_07-28-17 Gartenstraße 5 95511 Mistelbach.png,0
2018-02-19_07-28-18 Gartenstraße 6 95511 Mistelbach.png,0
2018-02-19_07-28-20 Gartenstraße 7 95511 Mistelbach.png,0
2018-02-19_07-28-21 Gartenstraße 8 95511 Mistelbach.png,0
2018-02-19_07-28-22 Gartenstraße 9 95511 Mistelbach.png,0
2018-02-19_07-28-23 Gartenstraße 10 95511 Mistelbach.png,0
2018-02-19_07-28-24 Gartenstraße 11 95511 Mistelbach.png,0
2018-02-19_07-28-26 Gartenstraße 12 95511 Mistelbach.png,2
2018-02-19_07-28-27 Gartenstraße 13 95511 Mistelbach.png,1
2018-02-19_07-28-28 Gartenstraße 14 95511 Mistelbach.png,1
2018-02-19_07-28-29 Gartenstraße 15 95511 Mistelbach.png,1
2018-02-19_07-28-30 Gartenstraße 16 95511 Mistelbach.png,1
2018-02-19_07-28-32 Gartenstraße 17 95511 Mistelbach.png,0
2018-02-19_07-28-33 Gartenstraße 18 95511 Mistelbach.png,1
2018-02-19_07-28-34 Gartenstraße 19 95511 Mistelbach.png,0
2018-02-19_07-28-35 Gartenstraße 20 95511 Mistelbach.png,1
2018-02-19_07-28-37 Am Sandacker 2 95511 Mistelbach.png,0
2018-02-19_07-28-39 Am Sandacker 3 95511 Mistelbach.png,1
2018-02-19_07-28-40 Am Sandacker 4 95511 Mistelbach.png,1
2018-02-19_07-28-41 Am Sandacker 5 95511 Mistelbach.png,1
2018-02-19_07-28-42 Am Sandacker 6 95511 Mistelbach.png,0
2018-02-19_07-28-44 Am Sandacker 7 95511 Mistelbach.png,1
2018-02-19_07-28-45 Am Sandacker 8 95511 Mistelbach.png,0
2018-02-19_07-28-46 Am Sandacker 9 95511 Mistelbach.png,1
2018-02-19_07-28-47 Am Sandacker 10 95511 Mistelbach.png,1
2018-02-19_07-28-49 Am Sandacker 11 95511 Mistelbach.png,1
2018-02-19_07-28-50 Am Sandacker 12 95511 Mistelbach.png,0
2018-02-19_07-28-51 Am Sandacker 13 95511 Mistelbach.png,0
2018-02-19_07-28-53 Am Sandacker 14 95511 Mistelbach.png,1
2018-02-19_07-28-54 Am Sandacker 15 95511 Mistelbach.png,0
2018-02-19_07-28-55 Am Sandacker 16 95511 Mistelbach.png,1
2018-02-19_07-28-56 Am Sandacker 17 95511 Mistelbach.png,0
2018-02-19_07-28-59 Am Sandacker 19 95511 Mistelbach.png,1
2018-02-19_07-29-01 Am Sandacker 21 95511 Mistelbach.png,0
2018-02-19_07-29-03 Warmuthsreut 1 95511 Mistelbach.png,0
2018-02-19_07-29-04 Warmuthsreut 2 95511 Mistelbach.png,0
2018-02-19_07-29-05 Warmuthsreut 3 95511 Mistelbach.png,0
2018-02-19_07-29-06 Warmuthsreut 4 95511 Mistelbach.png,1
2018-02-19_07-29-08 Warmuthsreut 5 95511 Mistelbach.png,0
2018-02-19_07-29-09 Warmuthsreut 6 95511 Mistelbach.png,1
2018-02-19_07-29-10 Warmuthsreut 7 95511 Mistelbach.png,0
2018-02-19_07-29-12 Warmuthsreut 8 95511 Mistelbach.png,1
2018-02-19_07-29-13 Warmuthsreut 9 95511 Mistelbach.png,1
2018-02-19_07-29-14 Warmuthsreut 10 95511 Mistelbach.png,0
2018-02-19_07-29-15 Warmuthsreut 11 95511 Mistelbach.png,0
2018-02-19_07-29-17 Warmuthsreut 12 95511 Mistelbach.png,0
2018-02-19_07-29-18 Warmuthsreut 13 95511 Mistelbach.png,1
2018-02-19_07-29-19 Warmuthsreut 14 95511 Mistelbach.png,0
2018-02-19_07-29-20 Warmuthsreut 15 95511 Mistelbach.png,0
2018-02-19_07-29-21 Warmuthsreut 16 95511 Mistelbach.png,0
2018-02-19_07-29-23 Warmuthsreut 17 95511 Mistelbach.png,0
2018-02-19_07-29-24 Warmuthsreut 18 95511 Mistelbach.png,0
2018-02-19_07-29-25 Warmuthsreut 19 95511 Mistelbach.png,0
2018-02-19_07-29-26 Warmuthsreut 20 95511 Mistelbach.png,0
2018-02-19_07-29-28 Kirchröthe 39 95511 Mistelbach.png,1
2018-02-19_07-29-29 Kirchröthe 40 95511 Mistelbach.png,0
2018-02-19_07-29-30 Kirchröthe 41 95511 Mistelbach.png,1
2018-02-19_07-29-31 Kirchröthe 42 95511 Mistelbach.png,0
2018-02-19_07-29-33 Kirchröthe 43 95511 Mistelbach.png,0
2018-02-19_07-29-34 Kirchröthe 44 95511 Mistelbach.png,0
2018-02-19_07-29-35 Kirchröthe 45 95511 Mistelbach.png,0
2018-02-19_07-29-36 Kirchröthe 46 95511 Mistelbach.png,0
2018-02-19_07-29-38 Kirchröthe 47 95511 Mistelbach.png,0
2018-02-19_07-29-39 Kirchröthe 48 95511 Mistelbach.png,0
2018-02-19_07-29-40 Kirchröthe 49 95511 Mistelbach.png,0
2018-02-19_07-29-42 Kirchröthe 50 95511 Mistelbach.png,1
2018-02-19_07-29-43 Kirchröthe 51 95511 Mistelbach.png,0
2018-02-19_07-29-44 Kirchröthe 52 95511 Mistelbach.png,1
2018-02-19_07-29-45 Kirchröthe 53 95511 Mistelbach.png,1
2018-02-19_07-29-47 Kirchröthe 54 95511 Mistelbach.png,1
2018-02-19_07-29-48 Kirchröthe 55 95511 Mistelbach.png,1
2018-02-19_07-29-49 Kirchröthe 56 95511 Mistelbach.png,0
2018-02-19_07-29-50 Kirchröthe 57 95511 Mistelbach.png,0
2018-02-19_07-29-53 Kirchröthe 58 95511 Mistelbach.png,0
2018-02-19_07-29-54 Birkenweg 1 95490 Mistelgau.png,1
2018-02-19_07-29-56 Birkenweg 2 95490 Mistelgau.png,0
2018-02-19_07-29-57 Birkenweg 3 95490 Mistelgau.png,0
2018-02-19_07-29-59 Birkenweg 4 95490 Mistelgau.png,1
2018-02-19_07-30-00 Birkenweg 5 95490 Mistelgau.png,0
2018-02-19_07-30-02 Birkenweg 6 95490 Mistelgau.png,1
2018-02-19_07-30-03 Birkenweg 7 95490 Mistelgau.png,0
2018-02-19_07-30-05 Birkenweg 8 95490 Mistelgau.png,2
2018-02-19_07-30-06 Birkenweg 9 95490 Mistelgau.png,1
2018-02-19_07-30-08 Birkenweg 10 95490 Mistelgau.png,1
2018-02-19_07-30-09 Birkenweg 11 95490 Mistelgau.png,1
2018-02-19_07-30-11 Birkenweg 12 95490 Mistelgau.png,1
2018-02-19_07-30-14 Birkenweg 14 95490 Mistelgau.png,1
2018-02-19_07-30-16 Birkenweg 16 95490 Mistelgau.png,0
2018-02-19_07-30-19 Birkenweg 18 95490 Mistelgau.png,0
2018-02-19_07-30-22 Birkenweg 20 95490 Mistelgau.png,1
2018-02-19_07-30-24 Frankenhaager Straße 1 95490 Mistelgau.png,0
2018-02-19_07-30-25 Frankenhaager Straße 2 95490 Mistelgau.png,1
2018-02-19_07-30-27 Frankenhaager Straße 3 95490 Mistelgau.png,1
2018-02-19_07-30-29 Frankenhaager Straße 4 95490 Mistelgau.png,1
2018-02-19_07-30-30 Frankenhaager Straße 5 95490 Mistelgau.png,0
2018-02-19_07-30-31 Frankenhaager Straße 6 95490 Mistelgau.png,1
2018-02-19_07-30-33 Frankenhaager Straße 7 95490 Mistelgau.png,1
2018-02-19_07-30-34 Frankenhaager Straße 8 95490 Mistelgau.png,1
2018-02-19_07-30-35 Frankenhaager Straße 9 95490 Mistelgau.png,1
2018-02-19_07-30-37 Frankenhaager Straße 10 95490 Mistelgau.png,1
2018-02-19_07-30-38 Frankenhaager Straße 11 95490 Mistelgau.png,0
2018-02-19_07-30-40 Frankenhaager Straße 12 95490 Mistelgau.png,1
2018-02-19_07-30-41 Frankenhaager Straße 13 95490 Mistelgau.png,1
2018-02-19_07-30-42 Frankenhaager Straße 14 95490 Mistelgau.png,0
2018-02-19_07-30-44 Frankenhaager Straße 15 95490 Mistelgau.png,1
2018-02-19_07-30-45 Frankenhaager Straße 16 95490 Mistelgau.png,0
2018-02-19_07-30-47 Frankenhaager Straße 17 95490 Mistelgau.png,1
2018-02-19_07-30-48 Frankenhaager Straße 18 95490 Mistelgau.png,0
2018-02-19_07-30-49 Frankenhaager Straße 19 95490 Mistelgau.png,0
2018-02-19_07-30-51 Frankenhaager Straße 20 95490 Mistelgau.png,0
2018-02-19_07-30-52 Brückleinstraße 1 95490 Mistelgau.png,0
2018-02-19_07-30-54 Brückleinstraße 2 95490 Mistelgau.png,0
2018-02-19_07-30-55 Brückleinstraße 3 95490 Mistelgau.png,0
2018-02-19_07-30-57 Brückleinstraße 4 95490 Mistelgau.png,0
2018-02-19_07-30-58 Brückleinstraße 5 95490 Mistelgau.png,0
2018-02-19_07-31-00 Brückleinstraße 6 95490 Mistelgau.png,0
2018-02-19_07-31-01 Brückleinstraße 7 95490 Mistelgau.png,1
2018-02-19_07-31-03 Brückleinstraße 8 95490 Mistelgau.png,0
2018-02-19_07-31-04 Brückleinstraße 9 95490 Mistelgau.png,1
2018-02-19_07-31-05 Brückleinstraße 10 95490 Mistelgau.png,0
2018-02-19_07-31-07 Brückleinstraße 11 95490 Mistelgau.png,1
2018-02-19_07-31-10 Brückleinstraße 13 95490 Mistelgau.png,0
2018-02-19_07-31-12 Brückleinstraße 15 95490 Mistelgau.png,0
2018-02-19_07-31-15 Brückleinstraße 17 95490 Mistelgau.png,0
2018-02-19_07-31-21 Eichenstraße 1 95490 Mistelgau.png,1
2018-02-19_07-31-22 Eichenstraße 2 95490 Mistelgau.png,1
2018-02-19_07-31-24 Eichenstraße 3 95490 Mistelgau.png,1
2018-02-19_07-31-25 Eichenstraße 4 95490 Mistelgau.png,0
2018-02-19_07-31-26 Eichenstraße 5 95490 Mistelgau.png,1
2018-02-19_07-31-28 Eichenstraße 6 95490 Mistelgau.png,0
2018-02-19_07-31-29 Eichenstraße 7 95490 Mistelgau.png,0
2018-02-19_07-31-31 Eichenstraße 8 95490 Mistelgau.png,0
2018-02-19_07-31-32 Eichenstraße 9 95490 Mistelgau.png,0
2018-02-19_07-31-34 Eichenstraße 10 95490 Mistelgau.png,0
2018-02-19_07-31-35 Eichenstraße 11 95490 Mistelgau.png,0
2018-02-19_07-31-36 Eichenstraße 12 95490 Mistelgau.png,0
2018-02-19_07-31-37 Eichenstraße 13 95490 Mistelgau.png,0
2018-02-19_07-31-39 Eichenstraße 14 95490 Mistelgau.png,0
2018-02-19_07-31-40 Eichenstraße 15 95490 Mistelgau.png,0
2018-02-19_07-31-42 Eichenstraße 16 95490 Mistelgau.png,0
2018-02-19_07-31-43 Eichenstraße 17 95490 Mistelgau.png,0
2018-02-19_07-31-45 Eichenstraße 18 95490 Mistelgau.png,1
2018-02-19_07-31-46 Eichenstraße 19 95490 Mistelgau.png,0
2018-02-19_07-31-48 Eichenstraße 20 95490 Mistelgau.png,0
2018-02-19_07-31-49 Sudetenstraße 1 95490 Mistelgau.png,0
2018-02-19_07-31-51 Sudetenstraße 2 95490 Mistelgau.png,1
2018-02-19_07-31-52 Sudetenstraße 3 95490 Mistelgau.png,0
2018-02-19_07-31-53 Sudetenstraße 4 95490 Mistelgau.png,0
2018-02-19_07-31-55 Sudetenstraße 5 95490 Mistelgau.png,0
2018-02-19_07-31-56 Sudetenstraße 6 95490 Mistelgau.png,0
2018-02-19_07-31-57 Sudetenstraße 7 95490 Mistelgau.png,1
2018-02-19_07-31-59 Sudetenstraße 8 95490 Mistelgau.png,0
2018-02-19_07-32-00 Sudetenstraße 9 95490 Mistelgau.png,1
2018-02-19_07-32-01 Sudetenstraße 10 95490 Mistelgau.png,0
2018-02-19_07-32-03 Sudetenstraße 11 95490 Mistelgau.png,1
2018-02-19_07-32-04 Sudetenstraße 12 95490 Mistelgau.png,1
2018-02-19_07-32-05 Sudetenstraße 13 95490 Mistelgau.png,1
2018-02-19_07-32-07 Sudetenstraße 14 95490 Mistelgau.png,0
2018-02-19_07-32-08 Sudetenstraße 15 95490 Mistelgau.png,0
2018-02-19_07-32-10 Sudetenstraße 16 95490 Mistelgau.png,1
2018-02-19_07-32-11 Sudetenstraße 17 95490 Mistelgau.png,0
2018-02-19_07-32-13 Sudetenstraße 18 95490 Mistelgau.png,1
2018-02-19_07-32-14 Sudetenstraße 19 95490 Mistelgau.png,0
2018-02-19_07-32-15 Sudetenstraße 20 95490 Mistelgau.png,1
2018-02-19_07-32-17 Schlesienstraße 18 95490 Mistelgau.png,1
2018-02-19_07-32-18 Schlesienstraße 19 95490 Mistelgau.png,1
2018-02-19_07-32-20 Schlesienstraße 20 95490 Mistelgau.png,1
2018-02-19_07-32-21 Schlesienstraße 21 95490 Mistelgau.png,1
2018-02-19_07-32-22 Schlesienstraße 22 95490 Mistelgau.png,0
2018-02-19_07-32-24 Schlesienstraße 23 95490 Mistelgau.png,1
2018-02-19_07-32-25 Schlesienstraße 24 95490 Mistelgau.png,0
2018-02-19_07-32-27 Schlesienstraße 25 95490 Mistelgau.png,1
2018-02-19_07-32-28 Schlesienstraße 26 95490 Mistelgau.png,0
2018-02-19_07-32-30 Schlesienstraße 27 95490 Mistelgau.png,0
2018-02-19_07-32-31 Schlesienstraße 28 95490 Mistelgau.png,0
2018-02-19_07-32-32 Schlesienstraße 29 95490 Mistelgau.png,0
2018-02-19_07-32-34 Schlesienstraße 30 95490 Mistelgau.png,0
2018-02-19_07-32-35 Schlesienstraße 31 95490 Mistelgau.png,0
2018-02-19_07-32-36 Schlesienstraße 32 95490 Mistelgau.png,0
2018-02-19_07-32-38 Schlesienstraße 33 95490 Mistelgau.png,0
2018-02-19_07-32-39 Schlesienstraße 34 95490 Mistelgau.png,0
2018-02-19_07-32-44 Königsfelder Weg 3 96142 Hollfeld.png,1
2018-02-19_07-32-46 Königsfelder Weg 4 96142 Hollfeld.png,1
2018-02-19_07-32-47 Königsfelder Weg 5 96142 Hollfeld.png,1
2018-02-19_07-32-48 Königsfelder Weg 6 96142 Hollfeld.png,0
2018-02-19_07-32-50 Königsfelder Weg 7 96142 Hollfeld.png,1
2018-02-19_07-32-51 Königsfelder Weg 8 96142 Hollfeld.png,0
2018-02-19_07-32-52 Königsfelder Weg 9 96142 Hollfeld.png,1
2018-02-19_07-32-53 Königsfelder Weg 10 96142 Hollfeld.png,0
2018-02-19_07-32-55 Königsfelder Weg 11 96142 Hollfeld.png,0
2018-02-19_07-32-56 Königsfelder Weg 12 96142 Hollfeld.png,0
2018-02-19_07-32-57 Königsfelder Weg 13 96142 Hollfeld.png,0
2018-02-19_07-32-58 Königsfelder Weg 14 96142 Hollfeld.png,0
2018-02-19_07-33-08 DrDornStraße 1 96142 Hollfeld.png,0
2018-02-19_07-33-09 DrDornStraße 2 96142 Hollfeld.png,1
2018-02-19_07-33-11 DrDornStraße 3 96142 Hollfeld.png,0
2018-02-19_07-33-12 DrDornStraße 4 96142 Hollfeld.png,0
2018-02-19_07-33-13 DrDornStraße 5 96142 Hollfeld.png,1
2018-02-19_07-33-15 DrDornStraße 6 96142 Hollfeld.png,0
2018-02-19_07-33-16 DrDornStraße 7 96142 Hollfeld.png,1
2018-02-19_07-33-17 DrDornStraße 8 96142 Hollfeld.png,0
2018-02-19_07-33-19 DrDornStraße 9 96142 Hollfeld.png,1
2018-02-19_07-33-20 DrDornStraße 10 96142 Hollfeld.png,0
2018-02-19_07-33-21 DrDornStraße 11 96142 Hollfeld.png,1
2018-02-19_07-33-34 Theresienstraße 6 96142 Hollfeld.png,0
2018-02-19_07-33-35 Theresienstraße 7 96142 Hollfeld.png,0
2018-02-19_07-33-37 Theresienstraße 8 96142 Hollfeld.png,1
2018-02-19_07-33-38 Theresienstraße 9 96142 Hollfeld.png,1
2018-02-19_07-33-39 Theresienstraße 10 96142 Hollfeld.png,0
2018-02-19_07-33-40 Theresienstraße 11 96142 Hollfeld.png,1
2018-02-19_07-33-42 Theresienstraße 12 96142 Hollfeld.png,0
2018-02-19_07-33-43 Theresienstraße 13 96142 Hollfeld.png,0
2018-02-19_07-33-44 Theresienstraße 14 96142 Hollfeld.png,0
2018-02-19_07-33-45 Theresienstraße 15 96142 Hollfeld.png,0
2018-02-19_07-33-47 Theresienstraße 16 96142 Hollfeld.png,0
2018-02-19_07-33-48 Theresienstraße 17 96142 Hollfeld.png,0
2018-02-19_07-33-49 Theresienstraße 18 96142 Hollfeld.png,1
2018-02-19_07-33-50 Theresienstraße 19 96142 Hollfeld.png,1
2018-02-19_07-33-51 Theresienstraße 20 96142 Hollfeld.png,1
2018-02-19_07-33-52 Theresienstraße 21 96142 Hollfeld.png,0
2018-02-19_07-33-55 Theresienstraße 23 96142 Hollfeld.png,0
2018-02-19_07-33-57 Theresienstraße 25 96142 Hollfeld.png,0
2018-02-19_07-33-59 Schönfelder Weg 7 96142 Hollfeld.png,1
2018-02-19_07-34-00 Schönfelder Weg 8 96142 Hollfeld.png,0
2018-02-19_07-34-01 Schönfelder Weg 9 96142 Hollfeld.png,0
2018-02-19_07-34-02 Schönfelder Weg 10 96142 Hollfeld.png,0
2018-02-19_07-34-04 Schönfelder Weg 11 96142 Hollfeld.png,0
2018-02-19_07-34-05 Schönfelder Weg 12 96142 Hollfeld.png,1
2018-02-19_07-34-06 Schönfelder Weg 13 96142 Hollfeld.png,0
2018-02-19_07-34-07 Schönfelder Weg 14 96142 Hollfeld.png,1
2018-02-19_07-34-08 Schönfelder Weg 15 96142 Hollfeld.png,0
2018-02-19_07-34-09 Schönfelder Weg 16 96142 Hollfeld.png,0
2018-02-19_07-34-11 Schönfelder Weg 17 96142 Hollfeld.png,0
2018-02-19_07-34-12 Schönfelder Weg 18 96142 Hollfeld.png,0
2018-02-19_07-34-13 Schönfelder Weg 19 96142 Hollfeld.png,0
2018-02-19_07-34-15 Schönfelder Weg 20 96142 Hollfeld.png,1
2018-02-19_07-34-16 Schönfelder Weg 21 96142 Hollfeld.png,0
2018-02-19_07-34-17 Schönfelder Weg 22 96142 Hollfeld.png,0
2018-02-19_07-34-18 Schönfelder Weg 23 96142 Hollfeld.png,0
2018-02-19_07-34-19 Schönfelder Weg 24 96142 Hollfeld.png,1
2018-02-19_07-34-20 Schönfelder Weg 25 96142 Hollfeld.png,0
2018-02-19_07-34-22 Schönfelder Weg 26 96142 Hollfeld.png,1
2018-02-19_07-34-23 GeorgGrasserStraße 4 96142 Hollfeld.png,1
